day,iv_30d,iv_skew,iv_term,near_days,far_days,near_gap,far_gap
2019-12-06,13.507218529605488,,,7,35,-12.1281,-2.8099000000000025
2019-12-12,14.367726868449203,3.7820246900041443,0.30235000000000056,29,64,-1.9761000000000006,-1.1882000000000001
2019-12-18,11.50844907509261,2.7719223057177778,0.5911000000000008,23,58,4.2898,2.709249999999999
2019-12-24,11.914298609893672,3.3765807953353626,1.1869999999999994,17,52,2.2216999999999985,1.1151000000000009
2019-12-30,13.067089127692956,3.2475724822835788,0.6934999999999985,11,46,0.20589999999999975,0.06235000000000035
2020-01-09,,,0.5296500000000002,36,64,1.8209999999999988,0.8961000000000015
2020-01-15,12.885,3.641400000000001,0.9306000000000001,30,58,0.12729999999999997,-0.2298499999999999
2020-01-21,12.982096196080422,4.385060933708707,0.8392000000000017,24,52,-0.25734999999999975,-0.3446000000000007
2020-01-27,17.337046263008997,4.7894277769845335,-1.865750000000002,18,46,1.9800000000000004,0.8594499999999989
2020-01-31,16.009233840505924,4.413722644038992,-0.6267999999999994,14,42,5.634500000000001,2.841899999999999
2020-02-06,15.433846774210938,5.378250555231842,-1.3557500000000005,8,36,-11.2543,-4.024899999999999
2020-02-12,13.919799999999999,4.835100000000002,-0.0015999999999998238,30,58,-1.3190499999999998,-0.34945000000000004
2020-02-18,15.201823202844313,4.656058519274553,-0.5843500000000006,24,52,-1.4122999999999992,-1.1953000000000014
2020-02-28,38.36321987149373,4.735564370607229,-12.140950000000004,14,42,5.051649999999995,8.142499999999997
2020-03-05,24.305559080970994,5.865332007454759,-3.905000000000001,8,36,-4.3337999999999965,-1.0374999999999996
2020-03-11,49.456599999999995,0.24050000000000438,-10.317499999999995,30,58,3.824849999999998,0.00735000000000241
2020-03-17,65.94713758642355,4.780011517298849,-8.039349999999999,24,52,8.462600000000009,8.151900000000005
2020-03-23,62.91958211980933,,,18,46,-14.624799999999993,-8.338100000000004
2020-03-27,51.39377516703749,6.727097318682889,-10.724699999999999,14,42,6.138999999999996,1.6879000000000062
2020-04-02,48.46380758386134,5.709051227440149,-10.686950000000003,8,36,-9.073599999999999,-2.4700500000000005
2020-04-08,37.2707,,,30,65,20.347600000000003,14.127600000000001
2020-04-14,32.71452184749371,5.238167930856143,-0.9331499999999977,24,59,0.5264999999999986,1.0623000000000005
2020-04-20,32.99001051025144,4.991250666970816,-1.3841999999999999,18,53,0.5480500000000035,1.1821000000000002
2020-04-24,32.997300929113884,5.448741836433651,1.2785999999999973,14,49,4.687800000000003,2.909399999999998
2020-04-30,24.207503317174204,,,8,43,13.038250000000001,5.729099999999999
2020-05-12,,,0.401099999999996,31,59,4.097999999999999,2.5039000000000016
2020-05-18,25.754646408035708,6.221247896667945,0.3117499999999964,25,53,-4.386900000000001,-2.3180999999999976
2020-05-22,24.033852516628944,5.396374319735045,0.5828999999999986,21,49,1.8866000000000014,1.215600000000002
2020-05-28,22.386349682425656,5.250822267139464,1.9881499999999974,15,43,-7.975899999999999,-3.3638000000000012
2020-06-03,23.067571432817218,5.57742707565872,-1.0054499999999997,9,37,-10.4438,-4.4344
2020-06-09,,,-0.5275999999999996,31,66,-0.6487999999999996,-1.17835
2020-06-15,34.62778826353607,4.574894494406662,-4.2705000000000055,25,60,5.406750000000002,3.9987999999999992
2020-06-19,26.0448551200767,5.549487737194031,-1.3123499999999986,21,56,-4.8641999999999985,-2.3302999999999994
2020-06-25,26.1628487722572,5.280872427115392,-1.5745500000000021,15,50,-2.061099999999996,-0.5248000000000026
2020-07-01,23.725226783236447,4.862392946067965,-0.14529999999999887,9,44,0.9748000000000019,0.8164000000000016
2020-07-07,,,1.264999999999997,38,66,2.2810000000000024,1.834900000000001
2020-07-13,,,1.5212000000000003,32,60,3.255399999999998,2.0303000000000004
2020-07-17,18.429374256207318,5.126623436778391,1.6909000000000027,28,56,0.3290500000000005,0.44074999999999953
2020-07-29,19.442415277075273,4.384056038949921,0.6468500000000006,16,44,2.7505499999999987,1.8814499999999992
2020-08-04,17.879516169768127,4.890020653057132,1.1733499999999992,10,38,-4.715249999999999,-1.2219999999999995
2020-08-14,16.954426381184355,4.658081635587725,0.4934999999999974,28,56,0.03864999999999874,0.33764999999999823
2020-08-20,18.702512722206226,4.51832090023558,0.22240000000000038,22,50,-0.5642999999999994,-0.8588999999999984
2020-08-26,17.781112660945883,3.884597861356382,1.0856499999999976,16,44,5.2631,1.8451499999999985
2020-09-01,18.752288171456758,4.338326588382976,1.0432999999999986,10,38,-2.6997999999999998,-0.66385
2020-09-07,,,2.4423999999999992,32,67,1.7129000000000012,1.0443999999999996
2020-09-11,17.218823203136072,3.0283215936736725,3.619299999999999,28,63,3.293799999999999,1.6911500000000004
2020-09-17,17.492861632961272,3.9300222611747664,3.8703499999999984,22,57,4.258550000000001,2.2243999999999993
2020-09-23,17.850656974282487,4.075707654137643,3.862350000000003,16,51,0.30324999999999935,0.7020999999999997
2020-09-29,18.6385047827168,3.548139830377191,4.0325500000000005,10,45,-0.10804999999999954,0.549199999999999
2020-10-05,,,0.8375999999999948,39,67,1.602800000000002,1.033999999999999
2020-10-09,,,1.6428499999999957,35,63,2.0607000000000006,1.6469000000000005
2020-10-15,16.41671290636194,4.568111225604043,1.3846500000000006,29,57,0.17560000000000286,0.27990000000000137
2020-10-21,17.94272877900335,4.806238374758771,0.7722499999999997,23,51,-1.2065000000000001,-0.2585999999999977
2020-10-27,19.3848169838329,5.336938917375134,-0.580449999999999,17,45,-1.064,-0.05320000000000036
2020-11-02,24.227843995870007,4.6295886061327405,-4.1519999999999975,11,39,1.3932000000000038,0.7144500000000011
2020-11-06,17.544877818664766,4.430577787795423,0.8462499999999977,7,35,-4.567800000000001,-0.6811000000000025
2020-11-12,18.024182865808072,3.7233847472521333,-0.43104999999999905,29,57,7.1968000000000005,1.9284
2020-11-18,18.77943535379858,3.6026867119797306,-0.5362000000000009,23,51,1.691650000000001,0.5324999999999989
2020-11-24,17.950873402853354,4.243162969137214,0.4174500000000023,17,45,-4.072799999999997,-2.1452
2020-11-30,19.41846291198883,3.665259002261968,-0.9474000000000018,11,39,-3.7731499999999993,-1.8290000000000006
2020-12-04,16.863220569039868,3.4425566289044665,0.9603499999999983,7,35,-4.233799999999999,-0.7213499999999993
2020-12-10,17.13166224423988,2.39119574672477,0.11555000000000248,29,64,2.7719999999999985,2.020299999999999
2020-12-16,15.936118859763189,3.469837564379369,1.2277500000000003,23,58,1.5391999999999992,-0.028199999999998226
2020-12-22,18.336205145784273,3.8904391547623405,1.0736000000000026,17,52,2.1248999999999993,1.377650000000001
2020-12-28,15.814906175007353,3.638780216242592,1.6849999999999987,11,46,2.017100000000001,1.5555000000000003
2021-01-07,,,1.0410499999999985,36,64,0.9860000000000007,1.0703999999999994
2021-01-13,17.8021,3.9631000000000007,0.8674500000000016,30,58,-0.8095999999999997,-0.31269999999999953
2021-01-19,19.772499327014422,4.013230709935004,0.23849999999999838,24,52,-2.4270499999999995,-1.304499999999999
2021-01-25,17.40396924004899,3.4608385104028834,1.3648999999999987,18,46,1.6683000000000021,0.9633500000000019
2021-01-29,23.864306542617157,4.80481494170386,-0.7654499999999977,14,42,5.766400000000001,2.64185
2021-02-04,18.446262233110495,4.132713139636087,2.00985,8,36,0.2776499999999995,0.06644999999999968
2021-02-10,18.3778,3.303600000000003,1.340600000000002,30,58,5.132099999999999,3.25455
2021-02-16,21.482151533652804,3.6447391808977887,-0.392949999999999,24,52,-5.6761,-2.7798500000000015
2021-02-22,20.635039375910026,4.678895663970614,0.7264999999999979,18,46,-1.5913000000000004,-0.4574999999999996
2021-02-26,25.83170037843867,,,14,42,-14.768950000000004,-7.635399999999997
2021-03-04,22.65362684122015,4.199870821485743,-1.1400500000000022,8,36,-5.416800000000002,-2.09
2021-03-10,20.941850000000002,3.490099999999998,-0.3293000000000035,30,65,2.477400000000001,1.161950000000001
2021-03-16,18.29209312366958,3.754801698834595,0.505749999999999,24,59,0.9463500000000007,0.03444999999999965
2021-03-22,20.293133386357564,3.826361618977495,0.25585000000000235,18,53,4.202200000000001,2.286949999999999
2021-03-26,18.512164234661256,4.297691354692755,0.09680000000000177,14,49,-7.098899999999999,-2.973300000000002
2021-04-01,16.98908552210801,4.3881546695125735,0.4441500000000005,8,43,-2.5993999999999993,-1.1254999999999988
2021-04-07,,,1.3486000000000011,37,65,0.65015,0.587299999999999
2021-04-13,,,1.5854999999999997,31,59,-1.2957999999999998,-0.6892999999999994
2021-04-19,14.899680960321769,4.077376269753434,1.638349999999999,25,53,-0.28525000000000045,-0.044649999999999856
2021-04-23,16.79811526436023,3.590098255560579,0.9745500000000007,21,49,3.1781499999999987,1.5684999999999993
2021-05-11,,,-0.23125000000000284,31,59,-3.031200000000001,-2.6304000000000016
2021-05-17,22.03611263838131,4.8763359216327276,-0.794000000000004,25,53,2.652750000000001,1.4864499999999996
2021-05-21,19.73915201208176,5.012416280114978,-0.19290000000000163,21,49,-1.666850000000002,-0.5549999999999997
2021-05-27,17.333716754730197,3.9045403036961135,1.0253999999999976,15,43,1.6821000000000002,1.0169000000000006
2021-06-02,17.67202969636977,3.416890931106079,0.4740499999999983,9,37,1.8737999999999992,0.3724500000000006
2021-06-08,,,0.6899499999999996,31,66,-3.151,-2.36515
2021-06-14,14.635593772717252,4.0967294156810485,1.1354000000000006,25,60,-1.0732999999999997,0.22490000000000077
2021-06-18,15.211020189311526,4.9628549697976485,0.6709999999999994,21,56,-0.14730000000000043,0.07000000000000028
2021-06-24,15.195926474270285,4.639684663208206,0.7253999999999987,15,50,2.1765000000000008,0.8753500000000001
2021-06-30,14.132971556222705,4.344397095507848,1.1039499999999993,9,44,-0.17000000000000082,-0.08069999999999844
2021-07-06,,,1.3130499999999987,38,66,0.5018999999999991,0.6007999999999996
2021-07-12,,,1.2085500000000007,32,60,2.7865,1.533299999999997
2021-07-16,17.09170006308931,3.8686177558242916,0.5544499999999992,28,56,2.7936999999999994,1.7614
2021-07-28,20.014318291569413,3.9573985844768123,-1.1694499999999977,16,44,3.563200000000002,1.3268999999999984
2021-08-03,18.23682041111177,4.328985457942045,1.1658000000000008,10,38,2.4558,1.9441000000000006
2021-08-13,15.57650288734491,4.689029604057286,0.772549999999999,28,56,-1.1354500000000014,-0.7125000000000021
2021-08-19,18.240551199652458,4.179599343684072,-0.06359999999999744,22,50,3.714500000000001,2.0883000000000003
2021-08-25,16.143519171017207,4.435070476096326,0.9951000000000025,16,44,-2.0167,-0.5710499999999996
2021-08-31,14.356326494006046,5.397728762901962,0.5137999999999998,10,38,-9.5383,-2.716099999999999
2021-09-06,,,0.16669999999999874,32,67,-3.3439999999999994,-1.4995499999999993
2021-09-10,17.93160190520794,2.882036705163137,0.7954000000000008,28,63,1.5298499999999997,1.4067000000000007
2021-09-16,16.692976875021422,5.140647690531074,1.2032500000000006,22,57,-2.719899999999999,-2.055200000000003
2021-09-22,21.356108002501298,5.042237243630194,-0.6693999999999996,16,51,-3.148900000000001,-0.8876999999999988
2021-09-28,18.444811481852327,3.0434161536843254,0.38895000000000124,10,45,6.7011,2.4825
2021-10-04,,,1.1649499999999975,39,67,5.791449999999999,5.051099999999998
2021-10-08,,,0.1645000000000003,35,63,-2.6784499999999998,-1.70045
2021-10-14,19.62610916613559,3.660633143989801,-0.17549999999999955,29,57,-0.8257999999999974,-0.4276
2021-10-20,16.916198628237964,4.3899444291826235,1.0701999999999998,23,51,-1.2484000000000002,-0.6298000000000012
2021-10-26,17.46150668242455,5.021275030121044,0.02090000000000103,17,45,-1.4579999999999984,-0.6829000000000001
2021-11-01,17.682276457654165,2.2704435797225986,0.7505500000000005,11,39,7.420000000000002,3.6975000000000016
2021-11-05,16.474589033040832,4.391180070770961,1.814849999999998,7,35,0.2566000000000024,-0.2585999999999977
2021-11-11,17.489097334482416,4.225879603415635,0.5972500000000025,29,64,-0.9018000000000015,-0.5134999999999987
2021-11-17,16.249058343485633,3.620434925469803,0.6772500000000008,23,58,-0.012399999999999523,0.059550000000001546
2021-11-29,25.21052250206534,5.591127827567087,-5.585950000000004,11,46,4.753349999999999,1.7957
2021-12-03,23.325752928438803,4.7102891063258205,-2.1287500000000037,7,42,-4.177500000000002,-0.8238500000000002
2021-12-09,,,0.38814999999999955,36,63,-0.15759999999999863,0.020899999999999253
2021-12-15,17.8729,5.085699999999999,0.7861499999999992,30,57,-2.4624999999999995,-1.7790999999999997
2021-12-21,19.155745725390943,4.777614073691122,0.11759999999999948,24,51,-1.6690000000000005,-1.0044000000000004
2021-12-27,16.942824371569024,4.6699021138285675,1.49615,18,45,-1.7868999999999993,-0.31654999999999944
2022-01-06,18.514767427775855,4.528438984103135,-0.24714999999999776,8,35,-3.292399999999999,-1.8865999999999978
2022-01-12,17.267662149583398,3.7518070607219185,0.7530000000000001,29,58,1.283949999999999,0.38540000000000063
2022-01-18,19.17366764995545,4.282927818106768,-0.009249999999997982,23,52,-0.6587999999999994,-0.12819999999999965
2022-01-24,23.19847354411269,4.09052215024214,-1.0091,17,46,-0.40279999999999916,-0.11950000000000216
2022-01-28,24.30918632652955,4.4776791019403515,-1.1199499999999993,13,42,-0.15919999999999845,-0.11560000000000059
2022-02-03,19.15031722892465,4.831437784412161,-0.1446499999999986,7,36,4.143000000000001,1.2036999999999978
2022-02-09,19.396,3.5119000000000007,-0.4619,30,58,0.856600000000002,-0.12524999999999942
2022-02-15,25.361949157951873,5.384108027387368,-2.310850000000002,24,52,0.6604000000000028,0.5135000000000005
2022-02-21,24.357953872305387,4.957171923469797,-2.2455,18,46,-2.2881,-0.7036999999999978
2022-02-25,23.907010932987838,4.8169733793677345,-1.0832499999999996,14,42,-1.7247000000000021,-0.33759999999999835
2022-03-03,23.747126929419572,5.687999381865414,-2.165550000000003,8,36,-7.6423999999999985,-2.255700000000001
2022-03-09,31.6667,3.8816999999999986,-3.4086999999999996,30,65,-0.4244000000000021,0.4352999999999998
2022-03-15,28.71319395477079,4.749082975990665,-2.5730000000000004,24,59,-1.1092000000000013,0.5315000000000012
2022-03-25,22.344388896620746,4.018439662453275,-1.9328000000000003,14,49,0.2840999999999987,0.3452000000000002
2022-03-31,19.4558776983167,4.308496683714347,0.37044999999999817,8,43,-0.09454999999999991,-0.03909999999999769
2022-04-06,,,0.9699999999999989,37,65,-2.4466499999999973,-1.9480000000000004
2022-04-12,,,-0.3402500000000046,31,59,0.5884999999999998,0.5047999999999995
2022-04-18,20.859349968284608,3.2200419093539163,0.17884999999999707,25,53,2.464000000000002,1.5795999999999992
2022-04-22,20.33372207496392,3.799620605532092,0.8963499999999982,21,49,0.3550000000000004,0.226700000000001
2022-04-28,22.444734251475893,3.8437403523442444,0.8665500000000002,15,43,-1.3895000000000017,-0.6709999999999994
2022-05-10,,,-1.2788000000000004,31,59,-3.938550000000001,-2.1626999999999974
2022-05-16,24.021034083285365,3.0786987445993135,0.07289999999999708,25,53,3.3297000000000025,1.926449999999999
2022-05-20,21.791027580452774,3.477783319457158,0.616850000000003,21,49,-1.611900000000002,-0.6817999999999991
2022-05-26,20.95552885135354,3.5922792592892927,0.8545499999999961,15,43,-0.5179999999999989,0.16389999999999816
2022-06-01,18.03030397499235,3.1727743744266976,2.1651500000000006,9,37,-5.2028,-1.2668999999999997
2022-06-07,,,1.0938000000000017,31,66,-2.3394999999999992,-1.9270999999999994
2022-06-13,23.770938110710194,2.6439082516865176,-0.7188499999999998,25,60,4.867699999999999,2.329699999999999
2022-06-17,24.67895447168498,3.670720393481284,-0.20615000000000094,21,56,7.334699999999998,4.283449999999998
2022-06-23,22.76888590737055,3.2686526415986457,-0.14589999999999748,15,50,0.38870000000000005,1.216700000000003
2022-06-29,20.72506898009027,3.5345062240598124,0.08204999999999885,9,44,10.149999999999999,3.745799999999999
